OID_,FID_WorldCup_XYTableToPoint1,National_Team,Number,POS,PLAYER_NAME,FIRST_NAME_S_,LAST_NAME_S_,NAME_ON_SHIRT,DOB,CLUB,HEIGHT__CM_,Birth,birth_lat,birth_long,FID_WCSHP,FID_1,COUNTRY,ISO,COUNTRYAFF,AFF_ISO,SHAPE_Leng
315,797,USA,18,Defender,Moore Shaq,Shaquell Kwame,MOORE,MOORE,11/2/1996 0:00,Nashville Soccer Club (USA),180,"Powder Springs, Georgia, U.S.",33.8595491,-84.683824,239,238,USA,US,United States,US,726.1060557
316,796,USA,17,Midfielder,Roldan Cristian,Cristian,ROLDAN,ROLDAN,6/3/1995 0:00,Seattle Sounders FC (USA),172,"Artesia, California, United States",33.8658484,-118.0831212,239,238,USA,US,United States,US,726.1060557
317,804,USA,25,Goalkeeper,Johnson Sean,Sean Everet,JOHNSON,JOHNSON,5/31/1989 0:00,New York City FC (USA),190,"Lilburn, Georgia, United States",33.8901036,-84.1429719,239,238,USA,US,United States,US,726.1060557
320,782,USA,3,Defender,Zimmerman Walker,Walker Dwain,ZIMMERMAN,ZIMMERMAN,5/19/1993 0:00,Nashville Soccer Club (USA),190,"Lawrenceville, Georgia, U.S.",33.9562149,-83.9879625,239,238,USA,US,United States,US,726.1060557
324,798,USA,19,Forward,Wright Haji,Haji Amir,WRIGHT,WRIGHT,3/27/1998 0:00,Antalyaspor AS (TUR),191,"Los Angeles, California, United States",34.0522342,-118.2436849,239,238,USA,US,United States,US,726.1060557
327,794,USA,15,Defender,Long Aaron,Aaron Ray,LONG,LONG,10/12/1992 0:00,New York Red Bulls (USA),188,"Oak Hills, California, U.S.",34.4340385,-117.4346964,239,238,USA,US,United States,US,726.1060557
408,792,USA,13,Defender,Ream Tim,Timothy Michael,REAM,REAM,10/5/1987 0:00,Fulham FC (ENG),185,"St. Louis, Missouri, United States",38.6270025,-90.1994042,239,238,USA,US,United States,US,726.1060557
418,803,USA,24,Forward,Sargent Josh,Joshua Thomas,SARGENT,SARGENT,2/20/2000 0:00,Norwich City FC (ENG),185,"O'Fallon, Missouri, United States",38.8106075,-90.6998477,239,238,USA,US,United States,US,726.1060557
421,791,USA,12,Goalkeeper,Horvath Ethan,Ethan Shea,HORVATH,HORVATH,6/9/1995 0:00,Luton Town FC (ENG),193,"Highlands Ranch, Colorado, U.S.",39.5480789,-104.9739333,239,238,USA,US,United States,US,726.1060557
424,790,USA,11,Forward,Aaronson Brenden,Brenden Russell,AARONSON,AARONSON,10/22/2000 0:00,Leeds United FC (ENG),177,"Medford, New Jersey, U.S.",39.8661826,-74.8390162,239,238,USA,US,United States,US,726.1060557
426,789,USA,10,Forward,Pulisic Christian,Christian Mate,PULISIC,PULISIC,9/18/1998 0:00,Chelsea FC (ENG),179,"Hershey, Pennsylvania, United States",40.2859239,-76.6502468,239,238,USA,US,United States,US,726.1060557
435,412,Japan,23,Goalkeeper,Schmidt Daniel,Daniel Yuji,YABUKI,SCHMIDT,2/3/1992 0:00,Sint-Truiden VV (BEL),197,"Illinois, United States",40.6331249,-89.3985283,239,238,USA,US,United States,US,726.1060557
436,150,Canada,20,Forward,David Jonathan,Jonathan Christian,DAVID,J. DAVID,1/14/2000 0:00,Lille OSC (FRA),175,"Brooklyn, New York, U.S.",40.6781784,-73.9441579,239,238,USA,US,United States,US,726.1060557
437,800,USA,21,Forward,Weah Timothy,Timothy Tarpeh,WEAH,WEAH,2/22/2000 0:00,Lille OSC (FRA),182,"Brooklyn, New York, U.S.",40.6781784,-73.9441579,239,238,USA,US,United States,US,726.1060557
438,785,USA,6,Midfielder,Musah Yunus,Yunus Dimoara,MUSAH,MUSAH,11/29/2002 0:00,Valencia CF (ESP),177,"New York City, New York, United States",40.7127753,-74.0059728,239,238,USA,US,United States,US,726.1060557
440,805,USA,26,Defender,Scally Joe,Joseph Michael,SCALLY,SCALLY,12/31/2002 0:00,VfL Borussia Mönchengladbach (GER),184,"Lake Grove, New York, United States",40.8528761,-73.1151102,239,238,USA,US,United States,US,726.1060557
443,780,USA,1,Goalkeeper,Turner Matt,Matthew Charles,TURNER,TURNER,6/24/1994 0:00,Arsenal FC (ENG),190,"Park Ridge, New Jersey, United States",41.0375968,-74.0406956,239,238,USA,US,United States,US,726.1060557
456,783,USA,4,Midfielder,Adams Tyler,Tyler Shaan,ADAMS,ADAMS,2/14/1999 0:00,Leeds United FC (ENG),175,"Wappinger, New York, U.S.",41.5964825,-73.91097,239,238,USA,US,United States,US,726.1060557
562,787,USA,8,Midfielder,Mckennie Weston,Weston James Earl,MCKENNIE,MCKENNIE,8/28/1998 0:00,Juventus FC (ITA),185,"Fort Lewis, Washington, United States",47.1342432,-122.4857321,239,238,USA,US,United States,US,726.1060557
584,795,USA,16,Forward,Morris Jordan,Jordan Perry,MORRIS,MORRIS,10/26/1994 0:00,Seattle Sounders FC (USA),183,"Seattle, Washington, U.S.",47.6062095,-122.3320708,239,238,USA,US,United States,US,726.1060557
585,801,USA,22,Defender,Yedlin Deandre,De Andre Roselle,YEDLIN,YEDLIN,7/9/1993 0:00,Inter Miami FC (USA),171,"Seattle, Washington, United States",47.6062095,-122.3320708,239,238,USA,US,United States,US,726.1060557
16,760,Uruguay,7,Midfielder,De La Cruz Nicolas,Diego Nicolas,DE LA CRUZ ARCOSA,N. DE LA CRUZ,6/1/1997 0:00,CA River Plate (ARG),167,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
17,761,Uruguay,8,Forward,Pellistri Facundo,Facundo,PELLISTRI REBOLLO,F. PELLISTRI,12/20/2001 0:00,Manchester United FC (ENG),174,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
18,765,Uruguay,12,Goalkeeper,Sosa Sebastian,Carlos Sebastian,SOSA SILVA,S. SOSA,8/19/1986 0:00,CA Independiente (ARG),184,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
19,766,Uruguay,13,Defender,Varela Guillermo,Guillermo,VARELA OLIVERA,G. VARELA,3/24/1993 0:00,CR Flamengo (BRA),173,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
20,768,Uruguay,15,Midfielder,Valverde Federico,Federico Santiago,VALVERDE DIPETTA,F. VALVERDE,7/22/1998 0:00,Real Madrid CF (ESP),182,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
21,769,Uruguay,16,Defender,Olivera Mathias,Mathias,OLIVERA MIRAMONTES,M. OLIVERA,10/31/1997 0:00,SSC Napoli (ITA),174,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
22,772,Uruguay,19,Defender,Coates Sebastian,Sebastián,COATES NION,S. COATES,10/7/1990 0:00,Sporting CP (POR),196,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
23,773,Uruguay,20,Forward,Torres Facundo,Facundo Daniel,TORRES PEREZ,F. TORRES,4/13/2000 0:00,Orlando City SC (USA),175,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
24,775,Uruguay,22,Defender,Caceres Martin,José Martín,CÁCERES SILVA,M. CÁCERES,4/7/1987 0:00,LA Galaxy (USA),178,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
25,777,Uruguay,24,Midfielder,Canobbio Agustin,Agustin,CANOBBIO GRAVIZ,A. CANOBBIO,10/1/1998 0:00,Athletico Paranaense (BRA),175,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
26,778,Uruguay,25,Midfielder,Ugarte Manuel,Manuel,UGARTE RIBEIRO,M. UGARTE,4/11/2001 0:00,Sporting CP (POR),182,"Montevideo, Uruguay",-34.9011127,-56.1645314,241,240,Uruguay,UY,Uruguay,UY,18.48697108
28,755,Uruguay,2,Defender,Gimenez Jose Maria,José María,GIMÉNEZ DE VARGAS,J. M. GIMÉNEZ,1/20/1995 0:00,CA Atlético Madrid (ESP),185,"Toledo, Uruguay",-34.7406825,-56.0863325,241,240,Uruguay,UY,Uruguay,UY,18.48697108
29,770,Uruguay,17,Defender,Vina Matias,Matias Nicolas,VIÑA SUSPERREGUY,M. VIÑA,11/9/1997 0:00,AS Roma (ITA),180,"Empalme Olmos, Uruguay",-34.6930716,-55.8961208,241,240,Uruguay,UY,Uruguay,UY,18.48697108
39,758,Uruguay,5,Midfielder,Vecino Matias,Matias,VECINO FALERO,M. VECINO,8/24/1991 0:00,SS Lazio (ITA),189,"Canelones, Uruguay",-34.5291043,-56.2873482,241,240,Uruguay,UY,Uruguay,UY,18.48697108
40,779,Uruguay,26,Defender,Rodriguez Jose Luis,Jose Luis,RODRIGUEZ BEBANZ,J. L. RODRIGUEZ,3/14/1997 0:00,Nacional Montevideo (URU),183,"Canelones, Uruguay",-34.5291043,-56.2873482,241,240,Uruguay,UY,Uruguay,UY,18.48697108
43,756,Uruguay,3,Defender,Godin Diego,Diego Roberto,GODIN LEAL,D. GODIN,2/16/1986 0:00,CA Velez Sarseld (ARG),185,"Rosario, Uruguay",-34.3215988,-57.3552999,241,240,Uruguay,UY,Uruguay,UY,18.48697108
44,759,Uruguay,6,Midfielder,Bentancur Rodrigo,Rodrigo,BENTANCUR COLMAN,R. BENTANCUR,6/25/1997 0:00,Tottenham Hotspur FC (ENG),187,"Nueva Helvecia, Uruguay",-34.3042878,-57.2310521,241,240,Uruguay,UY,Uruguay,UY,18.48697108
46,776,Uruguay,23,Goalkeeper,Rochet Sergio,Sergio Ramón,ROCHET ALVAREZ,S. ROCHET,3/23/1993 0:00,Nacional Montevideo (URU),189,"Nueva Palmira, Uruguay",-33.877469,-58.4002165,241,240,Uruguay,UY,Uruguay,UY,18.48697108
53,767,Uruguay,14,Midfielder,Torreira Lucas,Lucas Sebastian,TORREIRA DI PASCUA,L. TORREIRA,2/11/1996 0:00,Galatasaray SK (TUR),168,"Fray Bentos, Uruguay",-33.1228052,-58.2975552,241,240,Uruguay,UY,Uruguay,UY,18.48697108
55,763,Uruguay,10,Midfielder,De Arrascaeta Giorgian,Giorgian Daniel,DE ARRASCAETA BENEDETTI,G. DE ARRASCAETA,6/1/1994 0:00,CR Flamengo (BRA),177,"Nuevo Berlín, Uruguay",-32.9809545,-58.0470008,241,240,Uruguay,UY,Uruguay,UY,18.48697108
60,771,Uruguay,18,Forward,Gomez Maxi,Maximiliano,GÓMEZ GONZÁLEZ,M. GÓMEZ,8/14/1996 0:00,Trabzonspor (TUR),186,"Paysandú, Uruguay",-32.3112903,-58.0757701,241,240,Uruguay,UY,Uruguay,UY,18.48697108
65,762,Uruguay,9,Forward,Suarez Luis,Luis Alberto,SUAREZ DIAZ,L. SUAREZ,1/24/1987 0:00,Nacional Montevideo (URU),182,"Salto, Uruguay",-31.388028,-57.9612455,241,240,Uruguay,UY,Uruguay,UY,18.48697108
66,774,Uruguay,21,Forward,Cavani Edinson,Edinson Roberto,CAVANI GOMEZ,E. CAVANI,2/14/1987 0:00,Valencia CF (ESP),188,"Salto, Uruguay",-31.388028,-57.9612455,241,240,Uruguay,UY,Uruguay,UY,18.48697108
67,757,Uruguay,4,Defender,Araujo Ronald,Ronald Federico,ARAUJO DA SILVA,R. ARAUJO,3/7/1999 0:00,FC Barcelona (ESP),185,"Rivera, Uruguay",-30.9178625,-55.5469032,241,240,Uruguay,UY,Uruguay,UY,18.48697108
68,764,Uruguay,11,Forward,Nunez Darwin,Darwin Gabriel,NUÑEZ RIBEIRO,D. NUÑEZ,6/24/1999 0:00,Liverpool FC (ENG),185,"Artigas, Uruguay",-30.4068179,-56.4775937,241,240,Uruguay,UY,Uruguay,UY,18.48697108
704,816,Wales,11,Forward,Bale Gareth,Gareth Frank,BALE,BALE,7/16/1989 0:00,Los Angeles FC (USA),186,"Cardiff, Wales",51.483707,-3.1680962,255,254,Wales,,United Kingdom,,
705,822,Wales,17,Defender,Lockyer Tom,Thomas Alun,LOCKYER,LOCKYER,12/3/1994 0:00,Luton Town FC (ENG),185,"Cardiff, Wales",51.483707,-3.1680962,255,254,Wales,,United Kingdom,,
706,829,Wales,24,Defender,Cabango Ben,Benjamin George,CABANGO,CABANGO,5/30/2000 0:00,Swansea City AFC (WAL),186,"Cardiff, Wales",51.483707,-3.1680962,255,254,Wales,,United Kingdom,,
718,815,Wales,10,Midfielder,Ramsey Aaron,Aaron James,RAMSEY,RAMSEY,12/26/1990 0:00,OGC Nice (FRA),178,"Caerphilly, Wales",51.578829,-3.218134,255,254,Wales,,United Kingdom,,
720,807,Wales,2,Defender,Gunter Chris,Christopher Ross,GUNTER,GUNTER,7/21/1989 0:00,AFC Wimbledon (ENG),180,"Newport, Wales",51.584151,-2.997664,255,254,Wales,,United Kingdom,,
723,811,Wales,6,Defender,Rodon Joe,Joseph Peter,RODON,RODON,10/22/1997 0:00,Stade Rennais FC (FRA),193,"Swansea, Wales",51.62144,-3.943646,255,254,Wales,,United Kingdom,,
724,824,Wales,19,Forward,Harris Mark,Thomas Mark,HARRIS,HARRIS,12/29/1998 0:00,Cardiff City FC (WAL),182,"Swansea, Wales",51.62144,-3.943646,255,254,Wales,,United Kingdom,,
725,809,Wales,4,Defender,Davies Ben,Benjamin,THOMAS DAVIES,B DAVIES,4/24/1993 0:00,Tottenham Hotspur FC (ENG),181,"Neath, Wales",51.656991,-3.805476,255,254,Wales,,United Kingdom,,
726,830,Wales,25,Defender,Colwill Rubin,Rubin James,COLWILL,COLWILL,4/27/2002 0:00,Cardiff City FC (WAL),169,"Neath, Wales",51.656991,-3.805476,255,254,Wales,,United Kingdom,,
727,819,Wales,14,Defender,Roberts Connor,Connor Richard John,ROBERTS,ROBERTS,9/23/1995 0:00,Burnley FC (ENG),175,"Crynant, Wales",51.731322,-3.74794,255,254,Wales,,United Kingdom,,
731,812,Wales,7,Midfielder,Allen Joe,Joseph Michael,ALLEN,ALLEN,3/14/1990 0:00,Swansea City AFC (WAL),170,"Carmarthen, Wales",51.85762,-4.312131,255,254,Wales,,United Kingdom,,
779,808,Wales,3,Defender,Williams Neco,Neco Shay,WILLIAMS,N WILLIAMS,4/13/2001 0:00,Nottingham Forest FC (ENG),183,"Wrexham, Wales",53.04304,-2.992494,255,254,Wales,,United Kingdom,,
780,813,Wales,8,Midfielder,Wilson Harry,Harry,WILSON,WILSON,3/22/1997 0:00,Fulham FC (ENG),173,"Wrexham, Wales",53.04304,-2.992494,255,254,Wales,,United Kingdom,,
781,817,Wales,12,Goalkeeper,Ward Danny,Daniel,WARD,WARD,6/22/1993 0:00,Leicester City FC (ENG),191,"Wrexham, Wales",53.04304,-2.992494,255,254,Wales,,United Kingdom,,
783,806,Wales,1,Goalkeeper,Hennessey Wayne,Wayne Robert,HENNESSEY,HENNESSEY,1/24/1987 0:00,Nottingham Forest FC (ENG),198,"Bangor, Wales",53.22739,-4.129263,255,254,Wales,,United Kingdom,,
784,828,Wales,23,Midfielder,Levitt Dylan,Dylan James Christopher,LEVITT,LEVITT,11/17/2000 0:00,Dundee United FC (SCO),180,"Bodelwyddan, Wales",53.268061,-3.498458,255,254,Wales,,United Kingdom,,
